indiv	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
602831_S2	SUPER__9	1	91912741	29356473	91239544	99.2676	45.8495	36.3	55.8
602831_S2	SUPER__10	1	84231690	27128689	83330852	98.9305	46.019	36.2	53.7
602831_S2	SUPER__11	1	83622935	27181451	82801049	99.0172	46.2308	36.2	53.8
602831_S2	SUPER__12	1	81635540	26484041	80841430	99.0272	46.5661	36.2	52.7
602831_S2	SUPER__13	1	72972725	23014333	72106286	98.8127	45.2131	36.2	50.9
602831_S2	SUPER__14	1	61507012	19680568	60237538	97.936	44.5737	36.1	50.2
602831_S2	SUPER__15	1	60856427	19647667	60416611	99.2773	46.0503	36.2	54.9
602831_S2	SUPER__16	1	55580494	17937702	55350888	99.5869	46.1926	36.2	56
602831_S2	SUPER__17	1	54681234	17199361	53659925	98.1322	44.8545	36.2	53.7
602831_S2	SUPER__18	1	52719951	16763275	52368938	99.3342	45.5475	36.3	55.9
602831_S2	SUPER__19	1	43711415	14027428	43365519	99.2087	45.9801	36.2	56
602831_S2	SUPER__20	1	28462450	9218095	28213236	99.1244	46.2033	36.2	55
602831_S2	SUPER__21	1	25775296	6228316	23832088	92.461	34.0559	36.1	39.3
602831_S2	SUPER__22	1	17753772	5692196	17587420	99.063	45.3217	36.2	54.3
602831_S2	SUPER__23	1	2327365	769622	2311383	99.3133	47.0762	36.1	54.7
602899_S1	SUPER__1	1	244374582	104713745	241714891	98.9116	60.5947	37.1	51.1
602899_S1	SUPER__2	1	212563729	95848041	211160684	99.3399	63.5647	37.1	53.9
602899_S1	SUPER__3	1	211792393	93763288	210280592	99.2862	62.4333	37.1	53.2
602899_S1	SUPER__4	1	121730464	54847177	120788661	99.2263	63.7508	37.1	52.1
602899_S1	SUPER__5	1	113776203	50276932	111658165	98.1384	62.4781	37.1	53.3
602899_S1	SUPER__6	1	111457381	50443909	110960108	99.5538	64.1037	37.1	55
602899_S1	SUPER__7	1	98951147	43236441	97795642	98.8322	61.7149	37.1	54.2
602899_S1	SUPER__8	1	93510542	41010929	92886147	99.3323	62.2179	37.1	54.3
602899_S1	SUPER__9	1	91912741	41576069	91270229	99.301	64.172	37.1	55.4
602899_S1	SUPER__10	1	84231690	37141078	83333244	98.9334	62.2091	37.1	53.2
602899_S1	SUPER__11	1	83622935	38869708	82850762	99.0766	65.3713	37.1	53.1
602899_S1	SUPER__12	1	81635540	37273931	80844992	99.0316	64.7347	37.1	52.6
602899_S1	SUPER__13	1	72972725	32589866	72132561	98.8487	63.2528	37.1	50.5
602899_S1	SUPER__14	1	61507012	30404419	60218067	97.9044	67.9146	36.9	49.9
602899_S1	SUPER__15	1	60856427	28465640	60455066	99.3405	65.9643	37.1	54.3
602899_S1	SUPER__16	1	55580494	25622362	55368920	99.6193	65.164	37.1	55.4
602899_S1	SUPER__17	1	54681234	26128307	53757163	98.3101	67.4282	37.1	53.9
602899_S1	SUPER__18	1	52719951	23142492	52340222	99.2797	62.0853	37.1	55.4
602899_S1	SUPER__19	1	43711415	20827224	43373265	99.2264	67.5086	37.1	55.8
602899_S1	SUPER__20	1	28462450	14326495	28187377	99.0336	71.073	37.1	55.3
602899_S1	SUPER__21	1	25775296	10336095	24510532	95.0931	56.1286	37	38.7
602899_S1	SUPER__22	1	17753772	8717148	17592378	99.0909	68.6763	37	53.8
602899_S1	SUPER__23	1	2327365	1386822	2317199	99.5632	84.2093	36.9	54.4
AL12_S5	SUPER__1	1	244374582	63259136	241536748	98.8387	37.2055	36.1	52
AL12_S5	SUPER__2	1	212563729	57105081	210902340	99.2184	38.5214	36.1	54.9
AL12_S5	SUPER__3	1	211792393	56830504	210024121	99.1651	38.4852	36	54.4
AL12_S5	SUPER__4	1	121730464	32168304	120578303	99.0535	38.0253	36	53.3
AL12_S5	SUPER__5	1	113776203	29246662	111475649	97.978	36.9116	36.1	54
AL12_S5	SUPER__6	1	111457381	30186625	110805950	99.4155	38.9853	36.1	55.9
AL12_S5	SUPER__7	1	98951147	26499121	97671546	98.7068	38.464	36.1	55.1
AL12_S5	SUPER__8	1	93510542	25175304	92824886	99.2668	38.8132	36.1	55.4
AL12_S5	SUPER__9	1	91912741	24645635	91206774	99.2319	38.6204	36.1	56.1
AL12_S5	SUPER__10	1	84231690	22551526	83227702	98.8081	38.4184	36.1	54.2
AL12_S5	SUPER__11	1	83622935	22804902	82812438	99.0308	38.9788	36	54
AL12_S5	SUPER__12	1	81635540	22394306	80837264	99.0221	39.5274	36.1	52.6
AL12_S5	SUPER__13	1	72972725	19560723	72037625	98.7186	38.5877	36.1	50.5
AL12_S5	SUPER__14	1	61507012	15964566	59840620	97.2907	36.4537	35.9	50.7
AL12_S5	SUPER__15	1	60856427	16545163	60382530	99.2213	38.9571	36.1	55
AL12_S5	SUPER__16	1	55580494	15050811	55336171	99.5604	38.9074	36.1	56.3
AL12_S5	SUPER__17	1	54681234	14148666	53618446	98.0564	37.0175	36	54
AL12_S5	SUPER__18	1	52719951	14075688	52229827	99.0703	38.3817	36.1	56.3
AL12_S5	SUPER__19	1	43711415	11629058	43353125	99.1803	38.2203	36.1	56.2
AL12_S5	SUPER__20	1	28462450	7586175	28168743	98.9681	38.1137	36	55.2
AL12_S5	SUPER__21	1	25775296	5250601	23980855	93.0381	28.8655	36	38.3
AL12_S5	SUPER__22	1	17753772	4683191	17595986	99.1113	37.4147	36	54.5
AL12_S5	SUPER__23	1	2327365	626079	2311620	99.3235	38.3509	36	53.8
NYDEC31068_S8	SUPER__1	1	244374582	72685635	241380627	98.7749	42.7258	35.9	52.3
NYDEC31068_S8	SUPER__2	1	212563729	66329629	210936648	99.2345	44.6974	35.9	54.7
NYDEC31068_S8	SUPER__3	1	211792393	66003877	210133052	99.2165	44.6812	35.9	54.2
NYDEC31068_S8	SUPER__4	1	121730464	36667900	120654035	99.1157	43.3197	35.9	53.1
NYDEC31068_S8	SUPER__5	1	113776203	34232381	111612834	98.0986	43.1967	35.9	54
NYDEC31068_S8	SUPER__6	1	111457381	35260213	110881492	99.4833	45.522	36	55.7
NYDEC31068_S8	SUPER__7	1	98951147	30883466	97715937	98.7517	44.8057	35.9	55
NYDEC31068_S8	SUPER__8	1	93510542	29199544	92900861	99.348	45.0121	36	55.3
NYDEC31068_S8	SUPER__9	1	91912741	28745849	91213745	99.2395	45.0476	36	56.1
NYDEC31068_S8	SUPER__10	1	84231690	26293245	83316575	98.9136	44.7497	35.9	54.1
NYDEC31068_S8	SUPER__11	1	83622935	26582259	82830568	99.0525	45.4036	35.9	54
NYDEC31068_S8	SUPER__12	1	81635540	26067298	80834961	99.0193	45.9945	35.9	52.7
NYDEC31068_S8	SUPER__13	1	72972725	22794709	72210239	98.9551	44.9538	35.9	50.7
NYDEC31068_S8	SUPER__14	1	61507012	19363276	59967762	97.4974	44.0454	35.8	50.3
NYDEC31068_S8	SUPER__15	1	60856427	19352356	60350563	99.1688	45.5173	35.9	55
NYDEC31068_S8	SUPER__16	1	55580494	17601105	55330644	99.5505	45.4825	35.9	56.2
NYDEC31068_S8	SUPER__17	1	54681234	16870281	53739047	98.2769	44.14	35.9	54
NYDEC31068_S8	SUPER__18	1	52719951	16433034	52296796	99.1974	44.7982	36	56.1
NYDEC31068_S8	SUPER__19	1	43711415	13718494	43325071	99.1161	45.1027	35.9	56.2
NYDEC31068_S8	SUPER__20	1	28462450	8926335	28178891	99.0037	44.8589	35.9	55.5
NYDEC31068_S8	SUPER__21	1	25775296	6115685	24138215	93.6486	33.6078	35.8	38.2
NYDEC31068_S8	SUPER__22	1	17753772	5517773	17608237	99.1803	44.0556	35.9	54.2
NYDEC31068_S8	SUPER__23	1	2327365	766750	2313033	99.3842	47.0331	35.8	54.8
NYDEC33024_S7	SUPER__1	1	244374582	83783162	241156154	98.683	49.3911	36	53
NYDEC33024_S7	SUPER__2	1	212563729	77669149	211012710	99.2703	52.5032	36	54.7
NYDEC33024_S7	SUPER__3	1	211792393	77029751	210259365	99.2762	52.2965	36	54.2
NYDEC33024_S7	SUPER__4	1	121730464	43480313	120730427	99.1785	51.5038	36	53.1
NYDEC33024_S7	SUPER__5	1	113776203	39983472	112433205	98.8196	50.6068	36	54
NYDEC33024_S7	SUPER__6	1	111457381	41024249	110884105	99.4857	53.1301	36	55.7
NYDEC33024_S7	SUPER__7	1	98951147	35769749	97664848	98.7001	52.0729	36	55.1
NYDEC33024_S7	SUPER__8	1	93510542	34174625	92869756	99.3147	52.85	36	55.1
NYDEC33024_S7	SUPER__9	1	91912741	33574560	91210755	99.2362	52.7749	36	56.1
NYDEC33024_S7	SUPER__10	1	84231690	30773670	83337926	98.9389	52.4815	36	54.4
NYDEC33024_S7	SUPER__11	1	83622935	31062176	82913400	99.1515	53.2285	36	54
NYDEC33024_S7	SUPER__12	1	81635540	30146630	80763669	98.932	53.3469	36	53.1
NYDEC33024_S7	SUPER__13	1	72972725	26162026	72099763	98.8037	51.7332	36	51.4
NYDEC33024_S7	SUPER__14	1	61507012	22301500	60096429	97.7066	50.9673	35.8	50.6
NYDEC33024_S7	SUPER__15	1	60856427	22555146	60459847	99.3483	53.2324	36	55.1
NYDEC33024_S7	SUPER__16	1	55580494	20621241	55343678	99.5739	53.4539	36	56.2
NYDEC33024_S7	SUPER__17	1	54681234	19698888	53725505	98.2522	51.7023	36	54
NYDEC33024_S7	SUPER__18	1	52719951	19173724	52341314	99.2818	52.4408	36	56.1
NYDEC33024_S7	SUPER__19	1	43711415	16025138	43371021	99.2213	52.8609	36	56.2
NYDEC33024_S7	SUPER__20	1	28462450	10519057	28191869	99.0493	53.0271	36	55.3
NYDEC33024_S7	SUPER__21	1	25775296	7601299	24244065	94.0593	41.9654	35.9	37.3
NYDEC33024_S7	SUPER__22	1	17753772	6447484	17569306	98.961	51.615	36	54.3
NYDEC33024_S7	SUPER__23	1	2327365	879589	2311665	99.3254	54.1276	35.9	55.5
PAGC60012_S6	SUPER__1	1	244374582	73299064	241784396	98.9401	43.1119	36.1	52.2
PAGC60012_S6	SUPER__2	1	212563729	66336745	211008385	99.2683	44.722	36.1	54.8
PAGC60012_S6	SUPER__3	1	211792393	66155588	210188602	99.2428	44.8027	36.1	54.3
PAGC60012_S6	SUPER__4	1	121730464	37623249	120721314	99.171	44.4869	36.1	53.2
PAGC60012_S6	SUPER__5	1	113776203	34056232	111644206	98.1261	42.9713	36.1	53.9
PAGC60012_S6	SUPER__6	1	111457381	35009073	110916062	99.5143	45.2117	36.1	55.8
PAGC60012_S6	SUPER__7	1	98951147	30869075	97866068	98.9034	44.7903	36.1	55
PAGC60012_S6	SUPER__8	1	93510542	29196662	92865646	99.3103	45.0059	36.1	55.3
PAGC60012_S6	SUPER__9	1	91912741	28640547	91268936	99.2995	44.8818	36.1	56.1
PAGC60012_S6	SUPER__10	1	84231690	26220713	83343194	98.9452	44.6618	36.1	54.1
PAGC60012_S6	SUPER__11	1	83622935	26528276	82854998	99.0817	45.3227	36.1	53.8
PAGC60012_S6	SUPER__12	1	81635540	25905514	80793684	98.9688	45.7186	36.1	52.9
PAGC60012_S6	SUPER__13	1	72972725	22831759	72155735	98.8804	45.0386	36.1	50.4
PAGC60012_S6	SUPER__14	1	61507012	18791815	60015374	97.5748	42.8087	36	50.5
PAGC60012_S6	SUPER__15	1	60856427	19216976	60434136	99.3061	45.2061	36.1	55
PAGC60012_S6	SUPER__16	1	55580494	17534567	55346953	99.5798	45.3044	36.1	56.2
PAGC60012_S6	SUPER__17	1	54681234	16351839	53315308	97.502	42.7595	36.1	54.1
PAGC60012_S6	SUPER__18	1	52719951	16380393	52354285	99.3064	44.66	36.1	56.1
PAGC60012_S6	SUPER__19	1	43711415	13550832	43354640	99.1838	44.5452	36.1	56.1
PAGC60012_S6	SUPER__20	1	28462450	8817483	28199098	99.0747	44.314	36.1	55.3
PAGC60012_S6	SUPER__21	1	25775296	6461442	24513464	95.1045	35.6038	36	37
PAGC60012_S6	SUPER__22	1	17753772	5451508	17601580	99.1428	43.5477	36.1	54.4
PAGC60012_S6	SUPER__23	1	2327365	717867	2314854	99.4624	43.9442	36	54.5
